found 65.06s of metadata, from 65 payloads, within /Volumes/video/GoPro Import/2018-07-09/HERO5 Black 3/GOPR0403.MP4
9.23, 42.289737, -71.359025, 15.40, 0.18771
9.29, 42.289729, -71.359027, 15.47, -0.11556
9.34, 42.289721, -71.359028, 15.53, -0.09977
9.40, 42.289714, -71.359029, 15.56, 0.18192
9.45, 42.289706, -71.359031, 15.57, 0.06399
9.51, 42.289698, -71.359032, 15.62, -0.27402
9.56, 42.289690, -71.359033, 15.65, -0.08536
9.62, 42.289682, -71.359035, 15.67, 0.16983
9.68, 42.289674, -71.359036, 15.68, -0.10674
9.73, 42.289666, -71.359037, 15.70, -0.19231
9.79, 42.289658, -71.359039, 15.72, -0.07804
9.84, 42.289651, -71.359040, 15.72, 0.13059
9.90, 42.289643, -71.359041, 15.72, -0.17909
9.95, 42.289635, -71.359043, 15.72, -0.20442
10.01, 42.289627, -71.359044, 15.73, 0.05509
10.07, 42.289619, -71.359045, 15.76, -0.16241
10.12, 42.289611, -71.359046, 15.75, -0.50806
10.18, 42.289603, -71.359048, 15.73, -0.35819
10.23, 42.289595, -71.359049, 15.71, -0.29844
10.29, 42.289588, -71.359050, 15.71, -0.18195
10.34, 42.289580, -71.359051, 15.68, -0.27861
10.40, 42.289572, -71.359052, 15.66, -0.47566
10.45, 42.289564, -71.359053, 15.64, -0.37385
10.51, 42.289557, -71.359054, 15.63, -0.53227
10.57, 42.289549, -71.359055, 15.59, -0.41663
10.62, 42.289541, -71.359056, 15.55, -0.41339
10.68, 42.289533, -71.359058, 15.54, -0.43553
10.73, 42.289526, -71.359059, 15.51, -0.50150
10.79, 42.289518, -71.359060, 15.45, -0.43480
10.84, 42.289510, -71.359061, 15.42, -0.40840
10.90, 42.289502, -71.359062, 15.39, -0.63310
10.95, 42.289495, -71.359063, 15.36, -0.72482
11.01, 42.289487, -71.359064, 15.34, -0.32250
11.07, 42.289479, -71.359065, 15.33, -0.23887
11.12, 42.289472, -71.359066, 15.31, -0.04415
11.18, 42.289464, -71.359067, 15.28, 0.04279
11.23, 42.289457, -71.359068, 15.26, -0.31023
11.29, 42.289449, -71.359069, 15.28, -0.58175
11.34, 42.289434, -71.359071, 15.27, -0.32900
11.40, 42.289426, -71.359072, 15.25, -0.33692
11.46, 42.289419, -71.359073, 15.22, -0.18120
11.51, 42.289411, -71.359074, 15.23, -0.25935
11.57, 42.289404, -71.359076, 15.25, -0.23604
11.62, 42.289396, -71.359077, 15.28, -0.18205
11.68, 42.289388, -71.359078, 15.28, -0.33464
11.73, 42.289381, -71.359079, 15.28, -0.30737
11.79, 42.289373, -71.359080, 15.30, -0.14453
11.84, 42.289365, -71.359081, 15.35, -0.16974
11.90, 42.289358, -71.359082, 15.40, -0.10132
11.96, 42.289350, -71.359083, 15.40, -0.12820
12.01, 42.289342, -71.359084, 15.36, -0.14533
12.07, 42.289335, -71.359085, 15.36, -0.09780
12.12, 42.289327, -71.359086, 15.35, -0.06723
12.18, 42.289320, -71.359087, 15.35, -0.01914
12.23, 42.289312, -71.359088, 15.35, -0.07912
12.29, 42.289304, -71.359089, 15.35, -0.01779
12.35, 42.289297, -71.359090, 15.36, -0.07778
12.40, 42.289289, -71.359091, 15.37, -0.04083
12.46, 42.289281, -71.359092, 15.36, -0.01790
12.51, 42.289274, -71.359093, 15.35, -0.02565
12.57, 42.289266, -71.359094, 15.34, -0.15695
12.62, 42.289258, -71.359095, 15.37, -0.26062
12.68, 42.289251, -71.359096, 15.37, -0.09280
12.73, 42.289243, -71.359097, 15.37, 0.15766
12.79, 42.289235, -71.359098, 15.36, 0.31361
12.85, 42.289228, -71.359099, 15.36, 0.39804
12.90, 42.289220, -71.359100, 15.37, 0.32710
13.01, 42.289212, -71.359101, 15.37, -0.18362
13.07, 42.289205, -71.359102, 15.37, -0.16078
13.12, 42.289197, -71.359103, 15.34, -0.10976
13.18, 42.289189, -71.359104, 15.36, 0.02295
13.24, 42.289182, -71.359105, 15.35, 0.19747
13.29, 42.289174, -71.359106, 15.36, 0.21362
13.35, 42.289166, -71.359107, 15.34, 0.14760
13.40, 42.289159, -71.359108, 15.32, 0.05871
13.46, 42.289151, -71.359109, 15.30, -0.01470
13.51, 42.289143, -71.359110, 15.31, 0.06999
13.57, 42.289136, -71.359111, 15.29, 0.02837
13.62, 42.289128, -71.359112, 15.28, -0.34838
13.68, 42.289121, -71.359113, 15.26, -0.22362
13.74, 42.289113, -71.359114, 15.23, -0.42719
13.79, 42.289105, -71.359115, 15.20, 0.42209
13.85, 42.289098, -71.359116, 15.16, 0.59851
13.90, 42.289090, -71.359117, 15.15, 0.28780
13.96, 42.289083, -71.359118, 15.14, -0.03204
14.01, 42.289075, -71.359119, 15.13, -0.06648
14.01, 42.289068, -71.359120, 15.11, 0.69070
14.07, 42.289060, -71.359121, 15.10, 1.05306
14.13, 42.289053, -71.359122, 15.07, 0.59141
14.18, 42.289045, -71.359123, 15.03, 0.29404
14.24, 42.289038, -71.359124, 15.00, 0.63495
14.29, 42.289031, -71.359125, 14.98, 0.99253
14.35, 42.289023, -71.359126, 14.94, 0.72672
14.40, 42.289016, -71.359126, 14.90, 0.55763
14.46, 42.289009, -71.359127, 14.84, 0.70587
14.51, 42.289001, -71.359128, 14.75, 0.60712
14.57, 42.288994, -71.359129, 14.68, 0.92064
14.63, 42.288987, -71.359129, 14.61, 0.73567
14.68, 42.288980, -71.359130, 14.56, 0.60901
14.74, 42.288973, -71.359131, 14.52, 0.72162
14.79, 42.288966, -71.359132, 14.49, 0.92465
14.85, 42.288958, -71.359133, 14.44, 0.91473
14.90, 42.288951, -71.359134, 14.40, 0.60493
14.96, 42.288944, -71.359135, 14.37, 0.68792
15.02, 42.288937, -71.359136, 14.33, 0.77112
15.07, 42.288930, -71.359137, 14.29, 0.81002
15.13, 42.288923, -71.359138, 14.27, 0.77817
15.18, 42.288916, -71.359139, 14.23, 0.54577
15.24, 42.288909, -71.359140, 14.19, 0.72943
15.29, 42.288902, -71.359141, 14.18, 0.94326
15.35, 42.288895, -71.359142, 14.16, 0.78241
15.40, 42.288888, -71.359143, 14.11, 0.43848
15.46, 42.288881, -71.359144, 14.10, 0.50186
15.52, 42.288874, -71.359145, 14.07, 0.82172
15.57, 42.288868, -71.359146, 14.04, 0.52651
15.63, 42.288861, -71.359147, 14.01, 0.49053
15.68, 42.288854, -71.359148, 14.00, 0.61174
15.74, 42.288847, -71.359150, 14.00, 0.53859
15.79, 42.288840, -71.359151, 14.01, 0.44000
15.85, 42.288833, -71.359152, 13.99, 0.45111
15.90, 42.288826, -71.359153, 13.98, 0.53556
15.96, 42.288820, -71.359154, 13.98, 0.49659
16.02, 42.288812, -71.359155, 13.99, 0.35905
16.07, 42.288806, -71.359156, 14.00, 0.40499
16.13, 42.288798, -71.359157, 14.02, 0.38820
16.18, 42.288792, -71.359158, 14.05, 0.33130
16.24, 42.288784, -71.359159, 14.09, 0.29402
16.29, 42.288777, -71.359161, 14.13, 0.26425
16.35, 42.288770, -71.359161, 14.17, 0.39036
16.40, 42.288763, -71.359162, 14.21, 0.39860
16.46, 42.288756, -71.359164, 14.25, 0.36457
16.52, 42.288749, -71.359165, 14.30, 0.41432
16.57, 42.288742, -71.359166, 14.32, 0.12589
16.63, 42.288734, -71.359167, 14.36, -0.00781
16.68, 42.288727, -71.359168, 14.41, -0.05578
16.74, 42.288720, -71.359169, 14.42, -0.07850
16.79, 42.288713, -71.359169, 14.43, 0.03577
16.85, 42.288705, -71.359171, 14.46, 0.05669
16.90, 42.288698, -71.359172, 14.51, 0.19979
16.96, 42.288691, -71.359172, 14.54, 0.24483
17.02, 42.288683, -71.359173, 14.57, -0.27767
17.07, 42.288676, -71.359174, 14.60, -0.61692
17.13, 42.288669, -71.359175, 14.62, -0.33847
17.18, 42.288661, -71.359176, 14.67, 0.12885
